id,site,      date,      month,year,PM2.5,PM10,SO2,CO,Ozone
4293,site_105,22,9,2019,22.86,53.92,29.25,1.19,14.57
4294,site_105,24,9,2019,16.53,72.82,29.12,1.22,19.38
4295,site_105,26,9,2019,12.26,54.47,35.84,1.17,40.73
4296,site_105,28,9,2019,20.43,56.9,26.75,0.73,19.11
4297,site_105,30,9,2019,29.32,66.32,37.12,0.78,16.13
4298,site_105,2,10,2019,32.9,71.1,8.7,1.06,19.97
4299,site_105,6,10,2019,54.76,125.53,28.63,1.57,22.07
4300,site_105,8,10,2019,44.01,103.67,9.24,0.61,18.32
4301,site_105,14,10,2019,106.59,199.21,18.84,2.58,17.15
4302,site_105,18,10,2019,49.92,133.91,26.51,0.6,23.83
4303,site_105,22,10,2019,87.52,186.14,17.04,1.19,19.66
4304,site_105,24,10,2019,192.56,335.42,15.07,2.82,27.7
4305,site_105,26,10,2019,141.73,235.41,21,2.67,29.49
4306,site_105,28,10,2019,274.67,401.81,17.31,3.58,17.84
4307,site_105,30,10,2019,304.43,470.33,18.34,3.05,12.1
4308,site_105,1,11,2019,364.53,564.35,14.59,1.78,16.84
4309,site_105,3,11,2019,571.18,583.64,10.95,0.88,14.26
4310,site_105,5,11,2019,204.02,290.92,18.58,2.41,17.68
4311,site_105,7,11,2019,169.15,272.67,17.1,2.45,13.86
4312,site_105,9,11,2019,124.97,207.31,20.32,1.92,18.84
4313,site_105,11,11,2019,244.52,363.03,27.24,2.39,23.72
4314,site_105,13,11,2019,338.92,491.62,33.8,3.52,24.87
4315,site_105,15,11,2019,360.21,510.54,18.16,3.11,21.88
4316,site_105,17,11,2019,83.51,139.82,17.49,1.48,18.78
4317,site_105,19,11,2019,121.09,201.48,18.48,2.73,21.43
4318,site_105,21,11,2019,144.68,250.12,12.43,2.41,16.51
4319,site_105,23,11,2019,104.57,168.83,12.58,1.11,16.65
4320,site_105,25,11,2019,98.01,152.19,11.32,1.38,26.12
4321,site_105,27,11,2019,51.98,108,10.46,0.78,21.95
4322,site_105,29,11,2019,43.28,78.25,14.13,1.37,8.73
4323,site_105,1,12,2019,92.44,140.95,9.81,1.07,14.26
4324,site_105,3,12,2019,121.85,200.8,14.32,1.84,14.81
4325,site_105,5,12,2019,243.32,354.39,15.72,2.64,16.64
4326,site_105,7,12,2019,174.21,264.73,14.47,1.82,9.59
4327,site_105,9,12,2019,159.34,259.25,14.58,2.69,17.96
4328,site_105,11,12,2019,281.89,405.71,19.55,2.62,20.24
4329,site_105,13,12,2019,74.62,103.06,14.17,6.13,14.78
4330,site_105,15,12,2019,76.3,136.88,13.25,6.03,7.73
4331,site_105,17,12,2019,78.07,135.05,22.42,5.15,8.79
4332,site_105,19,12,2019,270.14,436.99,17.11,6.72,11.96
4333,site_105,21,12,2019,239.19,391.23,15.39,3.57,5.41
4334,site_105,23,12,2019,149.78,250.44,15.65,0,6.65
4335,site_105,25,12,2019,135.19,240.06,14.21,2.12,5.48
4336,site_105,27,12,2019,212,374.54,17.18,2.57,6.96
4337,site_105,29,12,2019,249.94,442.44,24.17,2.94,10.51
4338,site_105,31,12,2019,276.01,429.72,28.34,3.04,17.29
4339,site_105,2,1,2020,164.26,271.16,16.09,2.76,14.45
4340,site_105,4,1,2020,203.11,332.15,22.87,4.48,9.63
4341,site_105,6,1,2020,121.07,207.23,17,1.54,5.39
4342,site_105,8,1,2020,92.84,129.83,26.43,1.23,5.64
4343,site_105,10,1,2020,96.49,164.53,14.38,2.73,8.24
4344,site_105,12,1,2020,161.08,269.67,19.72,2.9,8.14
4345,site_105,14,1,2020,91.92,150.46,18.31,1.55,5.09
4346,site_105,16,1,2020,110.62,170.53,23.13,0.55,4.98
4347,site_105,18,1,2020,89.3,158.76,21.06,0.89,5.2
4348,site_105,20,1,2020,127.18,203.24,11.33,0.73,5.54
4349,site_105,22,1,2020,158.96,251.86,11.06,1.15,13.31
4350,site_105,24,1,2020,62.67,127.4,11.86,0.33,29.95
4351,site_105,26,1,2020,194.97,328.3,12.76,5.16,23.26
4352,site_105,28,1,2020,95.66,152.36,11.96,6.84,21.37
4353,site_105,30,1,2020,75.03,154.93,11.15,1.68,24.01
4354,site_105,1,2,2020,100.74,189.93,11.99,1.96,23.92
4355,site_105,3,2,2020,116.12,225.22,19.54,2.14,26.37
4356,site_105,5,2,2020,120.11,226.58,7.89,1.6,24.91
4357,site_105,7,2,2020,116.9,213.9,11.55,0.86,26.55
4358,site_105,9,2,2020,129.79,241.34,10.59,0.84,27.66
4359,site_105,11,2,2020,156.24,298,14.37,1.05,29.27
4360,site_105,13,2,2020,75.39,163.58,20.2,2.19,30.73
4361,site_105,15,2,2020,56.17,133.33,11.54,2.41,36.6
4362,site_105,17,2,2020,123.02,240.37,8.31,3.54,28.83
4363,site_105,19,2,2020,114.01,246.4,6.97,4.65,28.2
4364,site_105,21,2,2020,38.44,79.66,5.83,2.55,32.17
4365,site_105,23,2,2020,75.75,143.33,5,3.21,22.87
4366,site_105,25,2,2020,89.14,189.29,5.42,3.06,26.65
4367,site_105,27,2,2020,86.49,170.08,7.19,3.17,39.02
4368,site_105,29-Feb,29-Feb,2020,48.24,95.56,13.78,0.85,23.13
4369,site_105,2,3,2020,79.06,166.19,12.38,1.88,11.69
4370,site_105,4,3,2020,66.33,156.58,10.65,1.33,17.97
4371,site_105,6,3,2020,17.84,43.82,11.85,0.9,16.19
4372,site_105,8,3,2020,67.42,137.49,13.67,1.8,19.86
4373,site_105,10,3,2020,67.42,142.04,22.8,1.27,15.93
4374,site_105,12,3,2020,51.37,139,22.5,1.42,9.88
4375,site_105,14,3,2020,28.28,65.26,15.66,1.14,14.62
4376,site_105,16,3,2020,47.05,118.17,13.51,1.29,15.59
4377,site_105,18,3,2020,52.37,127.28,19.45,1.57,17.46
4378,site_105,20,3,2020,74.05,161.97,15.2,1.88,22.21
4379,site_105,22,3,2020,62.28,110.98,14.42,1.46,15.58
4380,site_105,24,3,2020,46.57,83.3,15.3,1.37,6.34
4381,site_105,26,3,2020,34.68,69.34,19.43,1.2,5.98
4382,site_105,28,3,2020,19.84,42.89,27.18,1.17,5.45
4383,site_105,30,3,2020,21.77,54.96,9.07,1.22,5.55
4384,site_105,1,4,2020,21.18,70.77,20.39,1.31,6.07
4385,site_105,3,4,2020,16.38,59.15,27.62,1.23,8.19
4386,site_105,5,4,2020,35.65,93.75,27.55,1.49,6.45
4387,site_105,7,4,2020,17.3,74.97,14.92,1.37,6.22
4388,site_105,9,4,2020,19.74,73.19,23.68,1.4,7.03
4389,site_105,11,4,2020,37.02,114.77,29.55,1.64,6.67
4390,site_105,13,4,2020,30.33,103.56,28.23,1.79,5.91
4391,site_105,15,4,2020,36.27,166.26,15.14,2,6.65
4403,site_105,9,5,2020,67.57,223.29,35.34,1.59,39.2
4404,site_105,11,5,2020,38.56,95.45,35.92,0.92,37.05
4405,site_105,13,5,2020,68.06,158.82,39.46,1.05,27.29
4406,site_105,15,5,2020,46.11,104.5,25.42,0.91,25.62
4407,site_105,17,5,2020,76.66,164.59,36.97,1.08,26.61
4408,site_105,19,5,2020,88.5,188.76,20.65,1.14,29.27
4409,site_105,21,5,2020,40.77,129.99,8.16,0.91,40.1
4410,site_105,23,5,2020,50.12,199.57,12.14,1.2,22.54
4411,site_105,25,5,2020,41.9,137.92,27.51,0.85,31.63
4412,site_105,27,5,2020,37.21,148.8,28.63,0.82,49.38
4413,site_105,29,5,2020,25.28,73.65,8.75,0.8,35.84
4414,site_105,31,5,2020,27.01,56.81,25.59,0.83,25.86
4415,site_105,2,6,2020,46.43,94.63,43.49,1.01,34.95
4416,site_105,4,6,2020,55.83,132.44,32.03,1.13,26.84
4417,site_105,6,6,2020,33.8,81.31,4.6,0.99,34.8
4418,site_105,8,6,2020,47.9,107.07,4.64,1.07,33.95
4419,site_105,10,6,2020,48.7,141,14.31,1.2,35.97
4420,site_105,12,6,2020,55.16,133.11,2.92,1.3,19.92
4421,site_105,14,6,2020,88.3,140.51,5.96,0.92,21.39
4422,site_105,16,6,2020,37.54,83.32,1.58,0.64,47.08
4423,site_105,18,6,2020,34.35,77.52,4.02,0.6,54.67
4424,site_105,20,6,2020,32.66,92.23,1.15,0.57,41.74
4425,site_105,22,6,2020,42.7,69.88,1.94,0.64,47.59
4426,site_105,24,6,2020,32.7,51.23,5.38,0.53,40
4427,site_105,26,6,2020,46.09,98.82,5.49,0.52,36.83
4428,site_105,28,6,2020,44.12,264.1,3.6,0.56,30.66
4429,site_105,30,6,2020,41.77,88.2,19.32,0.65,47.56
4430,site_105,2,7,2020,63.6,116.92,19.02,0.7,52.83
4431,site_105,4,7,2020,39.51,78.02,21.43,0.63,46.91
4432,site_105,6,7,2020,42.54,68.58,17.72,0.39,34.57
4433,site_105,8,7,2020,27.87,41.13,14.9,0.35,29.68
4434,site_105,10,7,2020,24.61,49.26,14.58,0.3,40.78
4435,site_105,12,7,2020,14.96,33.41,18.83,0.17,39.87
4436,site_105,14,7,2020,58.12,152.49,4.14,0.41,37.02
4453,site_105,17,8,2020,36.59,35.97,3.7,0.79,29.8
4454,site_105,19,8,2020,21.42,35.51,13.2,0.66,26.52
4455,site_105,21,8,2020,35.92,54.39,3.34,0.36,32.75
4456,site_105,23,8,2020,21.8,36.88,3.01,0.42,33.21
4457,site_105,25,8,2020,20.73,33.65,2.09,0.48,29.08
4458,site_105,27,8,2020,18.6,40.83,5.42,0.57,33.3
4459,site_105,29,8,2020,42.27,70.88,5.56,0.85,52.8
4460,site_105,31,8,2020,14.73,27.66,3.82,0.5,27.18
4461,site_105,2,9,2020,26.23,55.4,2.62,0.67,28.09
4462,site_105,4,9,2020,39.2,64.03,1.09,0.76,22.18
4463,site_105,6,9,2020,41.04,62.33,2.11,0.71,9.89
4464,site_105,8,9,2020,138.91,100.06,1.71,0.84,9.95
4465,site_105,10,9,2020,49.61,98.49,1.36,0.87,19.73
4466,site_105,12,9,2020,52.88,122.27,1.6,0.94,22.64
4467,site_105,14,9,2020,62.48,131.61,0.89,0.97,21
4468,site_105,16,9,2020,59.23,134.52,2.42,0.73,20.64
4469,site_105,18,9,2020,39.56,103.24,5.35,0.67,19.69
4470,site_105,20,9,2020,64.77,133.78,2.18,0.96,24.04
4471,site_105,22,9,2020,40.1,88.71,3.27,1.3,16.24
4472,site_105,24,9,2020,44.24,84.34,3.24,1.24,23.4
4473,site_105,26,9,2020,54.26,142.76,3.19,1.07,13.61
4474,site_105,28,9,2020,52.49,157.37,3.76,0.5,21.37
4475,site_105,30,9,2020,56.86,166.27,2.51,0.33,27.96
4476,site_105,2,10,2020,77.49,174.43,2.23,0.55,27.23
4477,site_105,4,10,2020,75.59,175.37,2.41,0.59,28.54
4478,site_105,6,10,2020,78.32,195.67,2.17,0.8,26.36
4479,site_105,8,10,2020,87.92,211.14,2.36,0.84,30.83
4480,site_105,10,10,2020,94.26,203.04,2.52,0.78,46.59
4481,site_105,12,10,2020,106,188.23,3.23,0.58,51.72
4482,site_105,14,10,2020,137.37,237.74,9.5,2.02,19.76
4483,site_105,16,10,2020,122,235.29,3.13,1.4,28.14
4484,site_105,18,10,2020,78.06,176.99,9.06,0.86,28.05
4485,site_105,20,10,2020,102.89,221.13,14.23,1.36,26.7
4486,site_105,22,10,2020,164.93,297.94,10.1,3.9,28.15
4487,site_105,24,10,2020,191.7,329.8,6.24,3.6,29.29
4488,site_105,26,10,2020,189.81,335.71,5.27,4.53,25.58
4489,site_105,28,10,2020,181.61,321.67,2.46,2.31,25.16
4490,site_105,30,10,2020,201.54,344.65,4.43,2.82,30.15
4491,site_105,1,11,2020,261.85,398.15,4.73,2.51,26.01
4492,site_105,3,11,2020,124.29,244.17,10.92,2.76,20.91
4493,site_105,5,11,2020,272.85,421.43,9.28,3.16,25.01
4494,site_105,7,11,2020,328.74,482.03,8.94,2.87,27.69
4495,site_105,9,11,2020,518.15,736.71,7.7,3.14,24.02
4496,site_105,11,11,2020,206.77,345.12,12.16,3.28,20.2
4497,site_105,13,11,2020,193.57,337.6,9.32,3.74,26.18
4498,site_105,15,11,2020,271.88,339.14,15.14,1.68,34.72
4499,site_105,17,11,2020,55.85,107.29,14.05,0.53,16.35
4500,site_105,19,11,2020,105.34,178.99,11.57,1.31,21.56
4501,site_105,21,11,2020,92.83,163.11,13.34,0.9,26.73
4502,site_105,23,11,2020,166.15,294.47,10.64,2.84,19.88
4503,site_105,25,11,2020,289.3,452.14,11.44,2.29,44.66
4504,site_105,27,11,2020,60.32,116.28,5.8,0.44,18.35
4505,site_105,29,11,2020,116.85,209.7,9.97,1.11,24.49
4506,site_105,1,12,2020,205.18,354.48,10.85,2.8,24.07
4507,site_105,3,12,2020,164.66,293.91,9.26,1.53,24.1
4508,site_105,5,12,2020,224.44,357.89,11.77,2.73,26.68
4509,site_105,7,12,2020,236.14,368.55,12.77,2.05,21.7
4510,site_105,9,12,2020,161.54,277.58,9.53,2.6,20.15
4511,site_105,11,12,2020,136.34,244.74,10.05,2.26,14.32
4512,site_105,13,12,2020,97.8,166.12,9.94,0.66,14.94
4513,site_105,15,12,2020,97.13,162.57,15.43,0.65,17.82
4514,site_105,17,12,2020,134.71,212.11,9.53,1.35,14.42
4515,site_105,19,12,2020,134.62,223,15.42,1.71,15.02
4516,site_105,21,12,2020,175.68,291.4,9.28,2.65,19.99
4517,site_105,23,12,2020,307.67,470.62,5.66,2.5,19.58
4518,site_105,25,12,2020,162.78,264.8,6.04,2.09,19.77
4519,site_105,27,12,2020,213.39,332.3,9.42,1.68,22.15
4520,site_105,29,12,2020,109.26,253.89,7.28,1.05,18.45
4521,site_105,31,12,2020,238.09,370.79,6.89,3.02,15.13
4522,site_105,2,1,2021,328.17,467.16,6.62,3.25,17.54
4523,site_105,4,1,2021,81.4,113.4,7.77,1.24,7.27
4524,site_105,6,1,2021,107.57,155.17,4.02,1.38,30.6
4525,site_105,8,1,2021,139.32,219.71,4.68,0.69,4.86
4526,site_105,10,1,2021,94.23,142.29,2.75,0.6,8.15
4527,site_105,12,1,2021,143,211.72,7.63,1.74,8.13
4528,site_105,14,1,2021,355.14,474.88,5.08,4.38,7.22
4529,site_105,16,1,2021,200.34,294.6,3,1.01,7.74
4530,site_105,18,1,2021,201.58,304.32,3.82,1.37,9.91
